firstName,lastName,position,team,playerId,birthdate,points,lower,upper,sdPts,positionRank,dropoff,tier,vor,overallRank,adp,aav,adpDiff,exp,ecrPosition,sdRank,ecrRank,risk
Anthony,Harris,DB,MIN,2553655,6/4/92,0,0,0,,158,0,0,-3,698,,0.13,,2,,,,
Brandon,King,DB,NE,2553665,6/8/93,0,0,0,,158,0,0,-3,698,,0.17,,2,,,,
Bryce,Callahan,DB,CHI,2553500,10/23/91,0,0,0,,158,0,0,-3,698,,0.1,,2,,,,
Corey,Moore,DB,HOU,2553817,1/28/93,0,0,0,,158,0,0,-3,698,,0.29,,2,,,,
Craig,Mager,DB,LAC,2552570,6/11/92,0,0,0,,158,0,0,-3,698,,0.13,,2,,,,
Darryl,Roberts,DB,NYJ,2553353,11/26/90,0,0,0,,158,0,0,-3,698,,0.18,,2,,,,
DeVante,Bausby,DB,FA,2553790,1/15/93,0,0,0,,158,0,0,-3,698,,0.01,,2,,,,
Derron,Smith,DB,CIN,2552390,2/4/92,0,0,0,,158,0,0,-3,698,,0.15,,2,,,,
Deshazor,Everett,DB,WAS,2553710,2/22/92,0,0,0,,158,0,0,-3,698,,0.14,,2,,,,
Dexter,McDonald,DB,OAK,2553234,11/30/91,0,0,0,,158,0,0,-3,698,,0,,2,,,,
Erik,Harris,DB,NO,2555568,4/2/90,0,0,0,,158,0,0,-3,698,,0.04,,2,,,,
Harold,Jones-Quartey,DB,CHI,2553897,8/6/93,0,0,0,,158,0,0,-3,698,,0.26,,2,,,,
Ibraheim,Campbell,DB,CLE,2552605,5/13/92,0,0,0,,158,0,0,-3,698,,0.27,,2,,,,
JaCorey,Shepherd,DB,PIT,2552572,3/29/93,0,0,0,,158,0,0,-3,698,,0.09,,2,,,,
Jacoby,Glenn,DB,KC,2553525,8/4/93,0,0,0,,158,0,0,-3,698,,0.02,,2,,,,
James,Sample,DB,FA,2552696,6/23/92,0,0,0,,158,0,0,-3,698,,0.15,,2,,,,
Jordan,Dangerfield,DB,PIT,2541696,12/25/90,0,0,0,,158,0,0,-3,698,,0.1,,2,,,,
Josh,Johnson,DB,FA,2539654,9/10/90,0,0,0,,158,0,0,-3,698,,0.07,,2,,,,
Jude,Adjei-Barimah,DB,TB,2554332,6/30/92,0,0,0,,158,0,0,-3,698,,0.26,,2,,,,
Justin,Coleman,DB,NE,2553637,3/27/93,0,0,0,,158,0,0,-3,698,,0.16,,2,,,,
Ladarius,Gunter,DB,GB,2553528,5/13/92,0,0,0,,158,0,0,-3,698,,0.27,,2,,,,
Lorenzo,Doss,DB,DEN,2552599,4/22/94,0,0,0,,158,0,0,-3,698,,0.11,,2,,,,
Mykkele,Thompson,DB,NYG,2553438,4/22/93,0,0,0,,158,0,0,-3,698,,0.1,,2,,,,
Nick,Marshall,DB,FA,2553672,6/30/92,0,0,0,,158,0,0,-3,698,,0.13,,2,,,,
Quandre,Diggs,DB,DET,2552262,11/7/91,0,0,0,,158,0,0,-3,698,,0.18,,2,,,,
Quinton,Dunbar,DB,WAS,2553796,7/22/92,0,0,0,,158,0,0,-3,698,,0.19,,2,,,,
Tevin,Mitchel,DB,IND,2553444,8/3/92,0,0,0,,158,0,0,-3,698,,0.14,,2,,,,
Tony,Lippett,DB,MIA,2552427,7/2/92,0,0,0,,158,0,0,-3,698,,0.45,,2,,,,
Troy,Hill,DB,LAR,2553536,8/29/91,0,0,0,,158,0,0,-3,698,,0.11,,2,,,,
Aaron,Colvin,DB,JAC,2543501,10/2/91,0,0,0,,158,0,0,-3,698,,0.17,,3,,,,
Antone,Exum,DB,MIN,2543680,2/27/91,0,0,0,,158,0,0,-3,698,,0.15,,3,,,,
Bene,Benwikere,DB,CIN,2543855,9/3/91,0,0,0,,158,0,0,-3,698,,0.17,,3,,,,
Calvin,Pryor,DB,CLE,2543469,7/2/92,0,0,0,,158,0,0,-3,698,,0.49,,3,,,,
Darqueze,Dennard,DB,CIN,2543474,8/10/91,0,0,0,,158,0,0,-3,698,,0.19,,3,,,,
Demetri,Goodson,DB,GB,2543557,6/11/89,0,0,0,,158,0,0,-3,698,,0.1,,3,,,,
Ed,Reynolds,DB,CLE,2543656,10/18/91,0,0,0,,158,0,0,-3,698,,0.38,,3,,,,
Keith,McGill,DB,OAK,2543762,3/9/89,0,0,0,,158,0,0,-3,698,,0.1,,3,,,,
Keith,Reaser,DB,SF,2543582,7/31/91,0,0,0,,158,0,0,-3,698,,0.14,,3,,,,
Kenneth,Acker,DB,KC,2549981,2/6/92,0,0,0,,158,0,0,-3,698,,0.31,,3,,,,
Marqueston,Huff,DB,FA,2543776,4/6/92,0,0,0,,158,0,0,-3,698,,0,,3,,,,
Nat,Berhe,DB,NYG,2543643,7/6/91,0,0,0,,158,0,0,-3,698,,0.1,,3,,,,
Pierre,Desir,DB,SEA,2543811,9/8/90,0,0,0,,158,0,0,-3,698,,0.09,,3,,,,
Travis,Carrie,DB,OAK,2550164,7/28/90,0,0,0,,158,0,0,-3,698,,0.3,,3,,,,
Tre,Boston,DB,LAC,2543830,6/25/92,0,0,0,,158,0,0,-3,698,,0.29,,3,,,,
Walt,Aikens,DB,MIA,2543724,6/19/91,0,0,0,,158,0,0,-3,698,,0.19,,3,,,,
B.W.,Webb,DB,CHI,2539338,5/3/90,0,0,0,,158,0,0,-3,698,,0.07,,4,,,,
Bacarri,Rambo,DB,FA,2539234,6/27/90,0,0,0,,158,0,0,-3,698,,0.25,,4,,,,
Blidi,Wreh-Wilson,DB,ATL,2539219,12/5/89,0,0,0,,158,0,0,-3,698,,0.21,,4,,,,
Brynden,Trawick,DB,TEN,2541756,10/23/89,0,0,0,,158,0,0,-3,698,,0.02,,4,,,,
Charles,James,DB,BUF,2541931,5/14/90,0,0,0,,158,0,0,-3,698,,0.47,,4,,,,
Chris,Banjo,DB,NO,2541192,2/26/90,0,0,0,,158,0,0,-3,698,,0.14,,4,,,,
Cody,Davis,DB,LAR,2541135,6/6/89,0,0,0,,158,0,0,-3,698,,0.13,,4,,,,
D.J.,Hayden,DB,DET,2539237,6/27/90,0,0,0,,158,0,0,-3,698,,0.34,,4,,,,
Daimion,Stafford,DB,PIT,2539266,2/18/91,0,0,0,,158,0,0,-3,698,,0.11,,4,,,,
Darryl,Morris,DB,IND,2541629,9/4/90,0,0,0,,158,0,0,-3,698,,0.08,,4,,,,
Demontre,Hurst,DB,TEN,2541837,3/24/91,0,0,0,,158,0,0,-3,698,,0.05,,4,,,,
Don,Jones,DB,SF,2541154,5/14/90,0,0,0,,158,0,0,-3,698,,0.12,,4,,,,
Duke,Williams,DB,FA,2539269,10/15/90,0,0,0,,158,0,0,-3,698,,0.12,,4,,,,
Duron,Harmon,DB,NE,2541243,1/24/91,0,0,0,,158,0,0,-3,698,,0.26,,4,,,,
Dwayne,Gratz,DB,FA,2539946,3/8/90,0,0,0,,158,0,0,-3,698,,0.08,,4,,,,
Johnthan,Banks,DB,CHI,2539262,10/3/89,0,0,0,,158,0,0,-3,698,,0.14,,4,,,,
Jonathan,Meeks,DB,FA,2541309,11/8/89,0,0,0,,158,0,0,-3,698,,,,4,,,,
Josh,Evans,DB,WAS,2540283,6/5/91,0,0,0,,158,0,0,-3,698,,0.07,,4,,,,
Kayvon,Webster,DB,LAR,2540291,2/1/91,0,0,0,,158,0,0,-3,698,,0.25,,4,,,,
Marcus,Burley,DB,CLE,2541688,7/16/90,0,0,0,,158,0,0,-3,698,,0.1,,4,,,,
Matt,Elam,DB,FA,2540153,9/21/91,0,0,0,,158,0,0,-3,698,,0.21,,4,,,,
Rontez,Miles,DB,NYJ,2540287,11/25/88,0,0,0,,158,0,0,-3,698,,0.17,,4,,,,
Shamarko,Thomas,DB,NYJ,2539937,2/23/91,0,0,0,,158,0,0,-3,698,,0.13,,4,,,,
T.J.,McDonald,DB,MIA,2539309,1/26/91,0,0,0,,158,0,0,-3,698,,0.48,,4,,,,
Antonio,Allen,DB,FA,2532786,9/23/88,0,0,0,,158,0,0,-3,698,,0.19,,5,,,,
Antwon,Blake,DB,NYG,2534566,8/9/90,0,0,0,,158,0,0,-3,698,,0.15,,5,,,,
Chris,Lewis-Harris,DB,DEN,2538147,2/11/89,0,0,0,,158,0,0,-3,698,,0.11,,5,,,,
Corey,White,DB,IND,2532972,5/9/90,0,0,0,,158,0,0,-3,698,,0.11,,5,,,,
Coty,Sensabaugh,DB,PIT,2532946,11/15/88,0,0,0,,158,0,0,-3,698,,0.15,,5,,,,
Deshawn,Shead,DB,SEA,2535609,6/28/88,0,0,0,,158,0,0,-3,698,,0.42,,5,,,,
Duke,Ihenacho,DB,NYG,2532868,6/16/89,0,0,0,,158,0,0,-3,698,,0.26,,5,,,,
Eddie,Pleasant,DB,HOU,2532928,12/17/88,0,0,0,,158,0,0,-3,698,,0.18,,5,,,,
Johnson,Bademosi,DB,DET,2535693,7/23/90,0,0,0,,158,0,0,-3,698,,0.12,,5,,,,
Josh,Robinson,DB,TB,2533542,1/8/91,0,0,0,,158,0,0,-3,698,,0.09,,5,,,,
Leonard,Johnson,DB,BUF,2532878,3/30/90,0,0,0,,158,0,0,-3,698,,0.13,,5,,,,
Morris,Claiborne,DB,NYJ,2533059,2/7/90,0,0,0,,158,0,0,-3,698,,0.28,,5,,,,
Nate,Ebner,DB,NE,2535132,12/14/88,0,0,0,,158,0,0,-3,698,,0.11,,5,,,,
Neiko,Thorpe,DB,SEA,2534846,2/11/90,0,0,0,,158,0,0,-3,698,,0.1,,5,,,,
Robert,Blanton,DB,DAL,2532794,9/7/89,0,0,0,,158,0,0,-3,698,,0.23,,5,,,,
Robert,Golden,DB,PIT,2534822,9/13/90,0,0,0,,158,0,0,-3,698,,0.14,,5,,,,
Ron,Brooks,DB,PHI,2533332,10/16/88,0,0,0,,158,0,0,-3,698,,0.16,,5,,,,
Steven,Terrell,DB,KC,2541754,9/21/90,0,0,0,,158,0,0,-3,698,,0.08,,5,,,,
Trevin,Wade,DB,BAL,2532965,8/1/89,0,0,0,,158,0,0,-3,698,,0,,5,,,,
Aaron,Williams,DB,FA,2508110,4/23/90,0,0,0,,158,0,0,-3,698,,0.13,,6,,,,
Anthony,Levine,DB,BAL,2508004,3/27/87,0,0,0,,158,0,0,-3,698,,0.08,,6,,,,
Buster,Skrine,DB,NYJ,2495343,4/26/89,0,0,0,,158,0,0,-3,698,,0.3,,6,,,,
Chris,Culliver,DB,IND,2495142,8/17/88,0,0,0,,158,0,0,-3,698,,0.14,,6,,,,
Chris,Prosinski,DB,CHI,2499249,4/28/87,0,0,0,,158,0,0,-3,698,,0.09,,6,,,,
Colin,Jones,DB,CAR,2499257,10/27/87,0,0,0,,158,0,0,-3,698,,0.09,,6,,,,
DaNorris,Searcy,DB,TEN,2495339,11/16/88,0,0,0,,158,0,0,-3,698,,0.27,,6,,,,
Davon,House,DB,GB,2495170,7/10/89,0,0,0,,158,0,0,-3,698,,0.47,,6,,,,
Shareece,Wright,DB,BUF,2495251,4/8/87,0,0,0,,158,0,0,-3,698,,0.12,,6,,,,
Shiloh,Keo,DB,FA,2495188,12/17/87,0,0,0,,158,0,0,-3,698,,0.03,,6,,,,
Sterling,Moore,DB,NO,2531177,2/3/90,0,0,0,,158,0,0,-3,698,,0.27,,6,,,,
Alterraun,Verner,DB,MIA,494317,12/13/88,0,0,0,,158,0,0,-3,698,,0.15,,7,,,,
Chris,Maragos,DB,PHI,2507918,1/6/87,0,0,0,,158,0,0,-3,698,,0.09,,7,,,,
Darrell,Stuckey,DB,FA,494309,6/16/87,0,0,0,,158,0,0,-3,698,,0.04,,7,,,,
Kendrick,Lewis,DB,FA,494277,6/16/88,0,0,0,,158,0,0,-3,698,,0.01,,7,,,,
Perrish,Cox,DB,FA,494265,1/10/87,0,0,0,,158,0,0,-3,698,,0.34,,7,,,,
Rafael,Bush,DB,NO,2507817,5/12/87,0,0,0,,158,0,0,-3,698,,0.25,,7,,,,
Robert,McClain,DB,TB,1037913,7/22/88,0,0,0,,158,0,0,-3,698,,0.13,,7,,,,
Sam,Shields,DB,FA,1037374,12/8/87,0,0,0,,158,0,0,-3,698,,0.11,,7,,,,
Sergio,Brown,DB,FA,2507834,5/22/88,0,0,0,,158,0,0,-3,698,,0.3,,7,,,,
Sherrick,McManis,DB,CHI,494289,12/19/87,0,0,0,,158,0,0,-3,698,,0.1,,7,,,,
Teddy,Williams,DB,CAR,2508077,7/3/88,0,0,0,,158,0,0,-3,698,,0.15,,7,,,,
Tramaine,Brock,DB,SEA,2507917,8/20/88,0,0,0,,158,0,0,-3,698,,0.31,,7,,,,
Brice,McCain,DB,TEN,238466,12/10/86,0,0,0,,158,0,0,-3,698,,0.11,,8,,,,
Colt,Anderson,DB,BUF,2507597,10/25/85,0,0,0,,158,0,0,-3,698,,0.11,,8,,,,
Don,Carey,DB,DET,2507793,2/14/87,0,0,0,,158,0,0,-3,698,,0.05,,8,,,,
Greg,Toler,DB,FA,237680,1/2/85,0,0,0,,158,0,0,-3,698,,0.31,,8,,,,
Jairus,Byrd,DB,FA,79899,10/7/86,0,0,0,,158,0,0,-3,698,,0.18,,8,,,,
Jerraud,Powers,DB,FA,80680,7/19/87,0,0,0,,158,0,0,-3,698,,0.21,,8,,,,
Rashad,Johnson,DB,FA,71353,1/2/86,0,0,0,,158,0,0,-3,698,,0.23,,8,,,,
Brandon,Flowers,DB,FA,754,2/18/86,0,0,0,,158,0,0,-3,698,,0.3,,9,,,,
Leodis,McKelvin,DB,FA,1298,9/1/85,0,0,0,,158,0,0,-3,698,,0.16,,9,,,,
Tracy,Porter,DB,FA,2507471,8/8/86,0,0,0,,158,0,0,-3,698,,0.32,,9,,,,
Tyvon,Branch,DB,ARI,1681,12/11/86,0,0,0,,158,0,0,-3,698,,0.33,,9,,,,
Corey,Graham,DB,PHI,2495613,7/25/85,0,0,0,,158,0,0,-3,698,,0.25,,10,,,,
Darrelle,Revis,DB,FA,2495717,7/14/85,0,0,0,,158,0,0,-3,698,,0.21,,10,,,,
Dashon,Goldson,DB,FA,2495611,9/18/84,0,0,0,,158,0,0,-3,698,,0.18,,10,,,,
James,Ihedigbo,DB,FA,2507301,12/3/83,0,0,0,,158,0,0,-3,698,,0.14,,10,,,,
Leon,Hall,DB,FA,2495617,12/9/84,0,0,0,,158,0,0,-3,698,,0.14,,10,,,,
Michael,Griffin,DB,FA,2495614,1/4/85,0,0,0,,158,0,0,-3,698,,0.11,,10,,,,
William,Gay,DB,PIT,2507220,1/1/85,0,0,0,,158,0,0,-3,698,,0.28,,10,,,,
Donte,Whitner,DB,FA,2495988,7/24/85,0,0,0,,158,0,0,-3,698,,0.35,,11,,,,
Roman,Harper,DB,FA,2506893,12/11/82,0,0,0,,158,0,0,-3,698,,0.06,,11,,,,
Adam,Jones,DB,CIN,2506345,9/30/83,0,0,0,,158,0,0,-3,698,,0.32,,12,,,,
Deangelo,Hall,DB,WAS,2506108,11/19/83,0,0,0,,158,0,0,-3,698,,0.25,,13,,,,
Terence,Newman,DB,MIN,2505552,9/4/78,0,0,0,,158,0,0,-3,698,,0.21,,14,,,,
Marcus,Cromartie,DB,SEA,2541141,12/3/90,0,0,0,,158,0,0,-3,698,,0.14,,2017,,,,
Rashaan,Melvin,DB,IND,2541200,10/2/89,0,0,0,,158,0,0,-3,698,,0.44,,2017,,,,
Robenson,Therezie,DB,NYJ,2553607,8/5/91,0,0,0,,158,0,0,-3,698,,,,2017,,,,
Patrick,Mahomes,QB,KC,2558125,,9.706817333,6.080692,13.00789333,3.559723503,50,1.953308167,23,-3.293182667,921,176,3.26,745,0,39.1,5.1,287.6,6.03857297
Ezekiel,Ansah,DL,DET,2539931,5/29/89,89,89,89,,7,1.225,5,-3.325,922,,1.62,,4,,,,
John,Phillips,TE,NO,71435,6/11/87,6.6142,-0.1,13.171,6.823050005,89,0.558419333,20,-3.3858,923,,,,8,,,,4.768674652
Olivier,Vernon,DL,NYG,2533534,10/7/90,88.825,85.485,92.165,5.904341623,8,2.2625,5,-3.5,924,135.87,2.28,788.13,5,,,,3.626866921
Kyle,Juszczyk,RB,SF,2540230,4/23/91,24.41654,10.79102,35.3686,13.56478223,87,0.713535,21,-3.58346,925,,0.31,,4,80.9,12.4,215.4,6.398421407
Jake,Butt,TE,DEN,2557859,7/11/95,6.2685,1.5046,8.03732,3.358924492,90,0.439402667,20,-3.7315,926,,1.09,,0,55.2,15.3,292,7.806220853
David,Morgan,TE,MIN,2555306,5/19/93,5.843061333,2.101453333,9.508853333,3.936435064,91,0.062118667,20,-4.156938667,927,,0.13,,1,,,,3.644588245
Larry,Donnell,TE,BAL,2537933,11/1/88,5.815133333,0.764,9.1209,3.974947517,92,0.101357333,20,-4.184866667,928,,0.26,,5,,,,3.659585508
Matt,Breida,RB,SF,2558918,2/28/95,23.76285,0,48.26056,25.85390618,88,0.222771905,21,-4.23715,929,,0.53,,0,81.3,18.8,201.8,9.354605194
Neal,Sterling,TE,JAC,2553451,1/14/92,5.746752,0.7392,10.692048,5.17294428,93,0.197452,20,-4.253248,930,,0.22,,2,,,,4.126101447
Ross,Travis,TE,KC,2554630,1/9/93,5.6808,0,13.1122,6.611920914,94,0.4274,20,-4.3192,931,,0.11,,2,,,,4.686458165
Wayne,Gallman,RB,NYG,2557952,10/1/94,23.64316,12.67384,33.386688,9.118873493,89,0.488180238,21,-4.35684,932,,1.04,,0,78.7,9.3,238.5,5.151301039
Kenyan,Drake,RB,MIA,2555230,1/26/94,23.43699619,11.03986667,38.9178,12.27555874,90,0.704554524,21,-4.56300381,933,,0.64,,1,78.6,8.4,240.9,5.334688723
Ben,Braunecker,TE,CHI,2556478,2/7/94,5.4178,2.213,7.5304,3.059546598,95,0.339096667,20,-4.5822,934,,0.21,,1,,,,3.303116166
Jimmy,Garoppolo,QB,NE,2543801,11/2/91,8.326363333,0.271166667,21.22906667,13.09789482,51,1.269235833,23,-4.673636667,935,196.59,1.74,738.41,3,37.8,5.4,231.5,6.845552479
Justin,Hardy,WR,ATL,2552418,12/18/91,28.31186143,13.98850533,44.66814667,16.19559399,122,0.857060095,20,-4.688138571,936,,0.27,,2,,,,6.325884298
Jeremy,Sprinkle,TE,WAS,2557886,8/10/94,5.089,0.382,7.4392,3.612849596,96,0.100376667,20,-4.911,937,,0.58,,0,,,,3.518579742
Geoff,Swaim,TE,DAL,2553454,9/16/93,5.068406667,1.238833333,8.667133333,3.420450799,97,0.24914,20,-4.931593333,938,,0.16,,2,,,,3.443657081
James,Hanna,TE,DAL,2533028,7/14/89,4.90884,0.066,9.4941,4.745365665,98,0.206343333,20,-5.09116,939,,0.11,,5,,,,3.959596624
Aaron,Ripkowski,RB,GB,2552477,12/20/92,22.87296333,4.944,46.79085667,20.68857682,91,0.311916667,21,-5.127036667,940,,0.3,,2,,,,7.771826894
Russell,Shepard,WR,CAR,2541944,11/17/90,27.852806,17.1943,38.847208,9.968664173,123,1.354305048,20,-5.147194,941,,0.28,,4,,,,4.991560827
Lee,Smith,TE,OAK,2495347,11/21/87,4.729693333,1.786,8.160633333,3.72350611,99,0.131243333,20,-5.270306667,942,,0.21,,6,,,,3.561670867
Mason,Schreck,TE,CIN,2558864,11/4/93,4.6753,0.334,6.97592,3.395107935,100,0.345633333,21,-5.3247,943,,0.14,,0,,,,3.433788231
Orleans,Darkwa,RB,NYG,2550481,2/28/92,22.59192,4.9732,33.9561,14.96755952,92,0.680608333,21,-5.40808,944,,0.43,,3,79.3,21.7,211,8.676022108
Jeremy,McNichols,RB,TB,2557977,12/26/95,22.53017333,9.632993333,35.287748,14.17219667,93,1.27009,21,-5.469826667,945,,1.34,,0,81.4,19.8,229.9,8.148307315
MyCole,Pruitt,TE,CHI,2552401,3/24/92,4.5216,-0.1,9.054,5.163565693,101,0.486125833,21,-5.4784,946,,0.2,,2,,,,4.1224493
Melvin,Ingram,DL,LAC,2532870,4/26/89,86.725,86.505,86.945,0.38890873,9,0.95,6,-5.6,947,164.14,1.58,782.86,5,,,,2.739212519
Teddy,Bridgewater,QB,MIN,2543465,10/10/92,7.180655,0,15.74,7.34461658,52,0.489364167,24,-5.819345,948,,0.92,,3,44.9,9.7,279.5,9.569943367
Randall,Telfer,TE,CLE,2552660,5/16/92,4.137733333,1.864551667,5.833233333,2.201368205,102,0.228125833,21,-5.862266667,949,,0.2,,2,,,,2.968930039
Brandon,Graham,DL,PHI,496788,4/3/88,86.4,85.92,86.88,0.848528137,10,2.1,7,-5.925,950,,1.16,,7,,,,2.81318372
Sammie,Coates,WR,PIT,2552470,3/31/93,27.05679667,13.09206667,46.552,19.7527487,124,1.267910476,20,-5.943203333,951,,0.53,,2,106.4,20.7,258.5,7.678169685
Brandon,Allen,QB,JAC,2555365,9/5/92,6.9336,0,11.9615,6.345049811,53,0.582558214,24,-6.0664,952,,0.28,,1,,,,4.269884973
David,Johnson,TE,PIT,79589,8/26/87,3.933215,0.7685775,6.63869,2.756894886,103,0.049433333,21,-6.066785,953,,1.43,,8,,,,3.185259547
Connor,Hamlett,TE,FA,2553771,4/12/92,3.886,0.7772,6.9948,5.495633903,104,0.095793333,21,-6.114,954,,0.74,,1,,,,4.251761095
Alan,Cross,TE,TB,2556508,5/2/93,3.881563333,-0.105,8.131145333,4.583673175,105,0.259158333,21,-6.118436667,955,,0.65,,1,,,,3.896631409
Logan,Thomas,TE,BUF,2543767,7/1/91,3.69885,1.21722,5.7382,2.651585027,106,0.22877,21,-6.30115,956,,0.25,,3,,,,3.144250482
Joshua,Perkins,TE,ATL,2556444,8/5/93,3.54596,0.033,7.405,3.573966611,107,0.189532167,21,-6.45404,957,,0.05,,1,,,,3.503438189
Case,Keenum,QB,MIN,2532888,2/12/88,6.448981667,0.707,13.49415,6.86381137,54,0.479265238,24,-6.551018333,958,,0.21,,5,,,,4.334279551
Ifeanyi,Momah,TE,ARI,2541096,10/23/89,3.3942,0.033,5.8705,3.025454371,108,0.243449667,21,-6.6058,959,,0.13,,4,,,,3.289840197
Chris,Manhertz,TE,CAR,2552622,4/10/92,3.318655667,-0.038,8.501232,4.603501666,109,0.404983167,21,-6.681344333,960,,,,1,,,,3.904352888
Matt,Jones,RB,WAS,2552635,11/17/92,21.29245,0.166,47.09984,31.04824694,94,0.438545833,21,-6.70755,961,,0.46,,2,85.3,12.9,261.7,8.655880873
Derek,Anderson,QB,CAR,2506546,6/15/83,6.253101905,0,13.70517333,7.539398341,55,0.843092262,24,-6.746898095,962,,0.27,,12,,,,4.418141081
Chris,Carson,RB,SEA,2558865,9/16/94,21.22771667,2.628926667,31.06072,14.39139188,95,0.910129405,22,-6.772283333,963,176.65,0.97,786.35,0,65.5,13.3,188.9,6.703564454
Alex,Anzalone,LB,NO,2558163,1/1/94,0,0,0,,147,0,41,-7,964,,0.77,,0,,,,
Ben,Boulware,LB,CAR,2558913,8/7/94,0,0,0,,147,0,41,-7,964,,0.2,,0,,,,
Ben,Gedeon,LB,MIN,2558033,10/16/94,0,0,0,,147,0,41,-7,964,,0.24,,0,,,,
Duke,Riley,LB,ATL,2557967,8/9/94,0,0,0,,147,0,41,-7,964,,0.9,,0,,,,
Dylan,Donahue,LB,NYJ,2558255,,0,0,0,,147,0,41,-7,964,,0.24,,0,,,,
Elijah,Lee,LB,MIN,2558121,2/8/96,0,0,0,,147,0,41,-7,964,,0.23,,0,,,,
Jalen,Reeves-Maybin,LB,DET,2557924,1/31/95,0,0,0,,147,0,41,-7,964,,0.89,,0,,,,
Jayon,Brown,LB,TEN,2558005,2/26/95,0,0,0,,147,0,41,-7,964,,0.45,,0,,,,
Jermaine,Grace,LB,ATL,2558868,11/8/93,0,0,0,,147,0,41,-7,964,,0.02,,0,,,,
Jordan,Evans,LB,CIN,2558801,1/27/95,0,0,0,,147,0,41,-7,964,,0.22,,0,,,,
Josh,Carraway,LB,TEN,2557883,4/13/94,0,0,0,,147,0,41,-7,964,,0.18,,0,,,,
Josh,Harvey-Clemons,LB,WAS,2557880,2/20/94,0,0,0,,147,0,41,-7,964,,0.24,,0,,,,
Keion,Adams,LB,PIT,2558729,6/8/95,0,0,0,,147,0,41,-7,964,,0.2,,0,,,,
Kendell,Beckwith,LB,TB,2557847,12/2/94,0,0,0,,147,0,41,-7,964,,1.05,,0,,,,
Marquel,Lee,LB,OAK,2557972,10/21/95,0,0,0,,147,0,41,-7,964,,0.6,,0,,,,
Matt,Milano,LB,BUF,2557969,7/28/94,0,0,0,,147,0,41,-7,964,,0.23,,0,,,,
Pita,Taumoepenu,LB,SF,2558284,3/9/94,0,0,0,,147,0,41,-7,964,,0.15,,0,,,,
Raekwon,McMillan,LB,MIA,2558070,11/17/96,0,0,0,,147,0,41,-7,964,,2.48,,0,,,,
Ryan,Anderson,LB,WAS,2557853,8/12/94,0,0,0,,147,0,41,-7,964,,0.39,,0,,,,
Samson,Ebukam,LB,LAR,2558830,5/9/95,0,0,0,,147,0,41,-7,964,,0.27,,0,,,,
Tanner,Vallejo,LB,BUF,2558289,12/16/94,0,0,0,,147,0,41,-7,964,,0.37,,0,,,,
Tim,Williams,LB,BAL,2557841,11/12/93,0,0,0,,147,0,41,-7,964,,0.59,,0,,,,
Tyus,Bowser,LB,BAL,2558166,5/23/95,0,0,0,,147,0,41,-7,964,,1.08,,0,,,,
Ukeme,Eligwe,LB,KC,2558097,4/27/94,0,0,0,,147,0,41,-7,964,,0.39,,0,,,,
Vince,Biegel,LB,GB,2557906,7/2/93,0,0,0,,147,0,41,-7,964,,0.76,,0,,,,
Harvey,Langi,LB,NE,2558963,9/24/92,0,0,0,,147,,41,-7,964,,0.24,,0,,,,
Aaron,Wallace,LB,TEN,2555320,7/8/93,0,0,0,,147,0,41,-7,964,,0.15,,1,,,,
Brennan,Scarlett,LB,HOU,2556673,7/31/93,0,0,0,,147,0,41,-7,964,,0.2,,1,,,,
Bryson,Albright,LB,CIN,2556458,3/15/94,0,0,0,,147,0,41,-7,964,,0.18,,1,,,,
Cory,Littleton,LB,LAR,2556593,11/18/93,0,0,0,,147,0,41,-7,964,,0.09,,1,,,,
Curt,Maggitt,LB,FA,2556405,2/4/93,0,0,0,,147,0,41,-7,964,,,,1,,,,
Dadi,Nicolas,LB,KC,2555254,9/29/92,0,0,0,,147,0,41,-7,964,,0.12,,1,,,,
Deon,Lacey,LB,MIA,2541848,7/18/90,0,0,0,,147,0,41,-7,964,,0.16,,1,,,,
Dominique,Alexander,LB,CLE,2556843,4/20/95,0,0,0,,147,0,41,-7,964,,0.2,,1,,,,
James,Cowser,LB,OAK,2556797,9/13/90,0,0,0,,147,0,41,-7,964,,0.13,,1,,,,
Joe,Walker,LB,PHI,2556192,12/11/92,0,0,0,,147,0,41,-7,964,,0.21,,1,,,,
Josh,Forrest,LB,LAR,2555167,2/24/92,0,0,0,,147,0,41,-7,964,,0.22,,1,,,,
Joshua,Perry,LB,LAC,2555326,4/26/94,0,0,0,,147,0,41,-7,964,,0.21,,1,,,,
Kamu,Grugier-Hill,LB,PHI,2556363,5/16/94,0,0,0,,147,0,41,-7,964,,0.2,,1,,,,
Kentrell,Brothers,LB,MIN,2555168,2/8/93,0,0,0,,147,0,41,-7,964,,0.24,,1,,,,
Kevin,Dodd,LB,TEN,2555338,7/14/92,0,0,0,,147,0,41,-7,964,,0.32,,1,,,,
Kyler,Fackrell,LB,GB,2555340,11/25/91,0,0,0,,147,0,41,-7,964,,0.25,,1,,,,
Lamar,Louis,LB,DAL,2556438,10/2/93,0,0,0,,147,0,41,-7,964,,0.15,,1,,,,
Matt,Judon,LB,BAL,2555505,8/15/92,0,0,0,,147,0,41,-7,964,,0.19,,1,,,,
Nicholas,Grigsby,LB,LAR,2556542,7/2/92,0,0,0,,147,0,41,-7,964,,0.11,,1,,,,
Patrick,Onwuasor,LB,BAL,2556642,8/22/92,0,0,0,,147,0,41,-7,964,,0.39,,1,,,,
